Date,Adj Close (2822),Adj Close (2303),Adj Close (2008),Adj Close (2308),Adj Close (1301),Adj Close (2330),Adj Close (2474),Adj Close (2477),Adj Close (2015),Adj Close (3711),Adj Close (2476),Adj Close (2891),Adj Close (2002),Adj Close (1303),Adj Close (2887),Adj Close (2912),Adj Close (2884),Adj Close (2723),Adj Close (2920),Adj Close (2412),Adj Close (2831),Adj Close (2827),Adj Close (2317),Adj Close (2382),Adj Close (1216),Adj Close (2454),Adj Close (2881),Adj Close (2882),Adj Close (6669),Adj Close (1309),Adj Close (6505),Adj Close (2603),Adj Close (2886),Adj Close (2885)
2007/2/5,,13.71900749,6.492291927,51.04154205,22.17557335,36.26425934,113.700676,9.416455269,15.20652008,22.73365593,16.73650742,8.872019768,13.99960423,22.86140251,6.200854778,38.34624863,5.484580994,,,35.93019867,,,56.88140106,19.00595856,10.2321167,146.6772308,11.38283348,31.06420517,,4.703083515,36.84243011,15.59127235,9.095946312,7.070310593
2007/2/6,,13.78592777,6.521492481,52.2685051,22.65161514,36.85261154,112.1891251,9.370069504,15.31273556,22.85489845,17.52119255,8.700201988,13.99960423,23.06847382,6.485758305,38.59524918,5.509740829,,,36.04248047,,,58.12880325,19.17565918,10.2321167,147.9029694,11.66228485,31.27696991,,4.766071796,37.05883408,16.65431213,9.256937027,7.161540985
2007/2/7,,13.68554783,6.443623543,52.02311325,22.61194229,36.79912567,111.8532639,9.27729702,15.08259964,22.88521194,17.23867035,8.637722969,13.84074116,22.94423294,6.502517223,38.44585037,5.472001553,,,35.7617836,,,58.62776566,19.17565918,10.53704834,151.988678,11.58776283,30.93654442,,4.750323772,36.78833389,17.00865936,9.176442146,7.047503948
2007/2/8,,13.51824093,6.317087173,52.02311325,22.77062798,36.58518219,113.700676,9.555616379,15.11800671,22.94583702,18.18054581,8.622102737,13.94002914,23.31697083,6.502517223,38.64505005,5.459423065,,,35.81792831,,,58.25354004,19.34535027,10.53704834,151.988678,11.5318737,30.97909546,,4.74507618,36.78833389,16.85117531,9.176442146,7.138733864
2007/2/9,,13.78592777,6.112682819,52.02311325,22.8102951,36.37122726,115.2122192,9.648389816,14.85246754,22.88521194,18.84030914,8.57524395,13.90031528,23.39980316,6.41872263,39.04345322,5.509740829,,,35.98633957,,,58.12880325,19.82049942,10.67257309,148.7201233,11.51324463,31.40463638,,4.697834969,37.22113419,16.85117531,9.156315804,7.207156658
2007/2/12,,13.65208244,5.849876404,51.04154205,22.8102951,35.83635712,113.700676,9.416455269,14.8878746,22.76397324,18.33772659,8.450285912,13.90031528,23.23413658,6.050023556,38.79445267,5.484580994,,,35.03194809,,,56.63191605,19.68474579,10.67257309,145.2472534,11.62502193,31.40463638,,4.666340828,36.95063019,16.49682236,9.015450478,7.22996521
2007/2/13,,13.35093212,5.908277512,50.55076218,22.8102951,35.19451904,113.8686295,9.27729702,15.29503155,22.79428101,18.33772659,8.419047356,13.86059952,23.23413658,5.966227055,39.49165726,5.459423065,,,35.4810791,,,54.6360817,19.10777473,10.72339535,144.43013,11.64365387,31.14930916,,4.718830585,37.00474167,16.77242851,8.99532795,7.207156658
2007/2/14,,13.38439846,5.956945419,50.55076218,23.08798981,35.99682617,111.8532639,9.370069504,15.36584377,22.76397324,18.36916542,8.419047356,13.97974491,23.3583889,5.966227055,39.34225464,5.446843147,,,35.87405777,,,55.88348007,19.17565918,10.74033451,148.3115082,11.71817207,31.27696991,,4.692584991,37.76213455,16.73305702,8.97520256,7.161540985
2007/2/26,,13.45131969,6.229485512,51.04154205,23.44501877,36.85261154,113.1968384,9.486037254,16.1093502,22.9761467,19.62499428,8.200370789,14.25775051,23.77254486,5.848914623,39.19285583,5.509740829,,,35.5933609,,,57.00613785,19.37929153,10.94362354,149.9458313,11.58776283,30.93654442,,4.834307671,37.81624603,17.04803276,9.055699348,7.275578499
2007/2/27,,13.51824093,6.278152943,52.51389694,23.24666786,37.06656647,110.8455734,9.625196457,15.93232536,23.67331505,19.53110313,8.215989113,14.49604416,23.23413658,5.865673065,39.84026337,5.484580994,,,34.86352921,,,57.38036346,19.17565918,10.90974045,143.9729156,11.3269453,30.63866806,,4.818561554,37.16703415,16.92991638,8.854460716,7.298387051
2007/3/1,,13.15016747,6.112682819,49.81458664,22.92930412,35.67589951,103.1199722,9.717967987,15.64908123,23.82487106,18.93420982,8.059792519,14.41661072,22.77857018,5.597527981,38.64505005,5.283312321,,,31.03063393,,,54.01238632,18.32717514,10.58786869,147.0858154,10.95434856,29.53227043,,4.619100094,36.13912964,16.41808319,8.653223038,6.910659313
2007/3/2,,13.11670971,6.531226158,47.20875549,22.88963699,35.5518074,96.06613159,9.903514862,15.75529575,24.52203941,19.24816322,7.950453281,14.18948174,22.98564529,5.64780426,39.19285583,5.220415592,,,34.24597549,,,54.01238632,18.15747643,9.876682281,144.8386841,11.0102396,29.40461349,,4.666340828,36.30142593,16.14248085,8.653223038,6.910659313
2007/3/5,,12.48095131,6.492291927,48.29315948,22.41359329,33.68884659,90.02004242,9.486037254,14.8701725,24.46141815,17.61550331,7.497481823,14.15846348,22.86140251,5.413177967,38.04745102,5.031725883,,,34.30212021,,,50.14545059,17.37687874,9.622256279,133.3986816,10.54449177,28.29820824,,4.356650829,35.81451416,15.35504055,8.351366043,6.63697052
2007/3/6,,12.71517658,6.540959358,48.24407578,22.61194229,34.82009888,83.80595398,9.578808784,15.22422123,24.18861198,17.20723534,7.82549715,14.29746532,23.19272041,5.564010143,38.5454483,5.006567478,,,34.35825348,,,52.39076996,17.51263237,9.825540543,135.8501129,10.63764095,28.51098251,,4.409141064,35.86862564,15.47315693,8.451985359,6.773815155
2007/3/7,,12.68171406,6.502025127,47.94959641,23.08798981,35.03406143,83.97390747,9.625196457,15.34813976,24.21892166,17.45873451,7.716157436,13.93887234,23.6068821,5.429936886,37.84824371,4.968829155,,,34.58281326,,,53.51342392,17.580513,9.944127083,135.6457977,10.76804924,28.21310806,,4.398643017,35.92272568,16.53619576,8.270870209,6.614163399
2007/3/8,,12.71517658,6.521492481,47.80237198,23.04831696,35.24800491,89.01234436,9.532423019,15.38354778,24.18861198,18.65168571,7.638059616,14.31732368,23.3583889,5.564010143,38.59524918,4.99398756,,,34.97580338,,,54.01238632,17.9199028,10.33376122,140.1401062,10.9916048,28.59609032,,4.466879368,35.92272568,16.69368553,8.331241608,6.682585716
2007/3/9,,12.7486372,6.60909462,48.34223557,23.08798981,35.56892776,89.01234436,9.322775841,15.52516365,24.12798691,16.54127121,7.887973309,14.3570385,23.3583889,5.547250748,38.44585037,4.968829155,,,34.58281326,,,52.88972473,17.61444855,10.16435337,138.9143829,11.02886677,28.72375107,,4.451132298,35.86862564,16.77242851,8.331241608,6.705394268
2007/3/12,,12.78209782,6.550693035,49.07840729,23.16732597,35.94333267,90.85977936,9.973096848,15.57827377,24.03705406,19.09139061,7.950453281,14.03526688,23.6068821,5.513732433,38.64505005,4.968829155,,,34.80738449,,,54.38660049,17.81808853,10.16435337,138.0972443,10.82394218,28.76630402,,4.382896423,36.03092957,16.41808319,8.31111908,6.842237949
2007/3/13,,13.11670971,6.648028851,49.56919098,23.2069931,36.95957947,87.50081635,10.25141335,15.57827377,23.9461174,18.84030914,7.79425621,14.61519051,23.64830017,5.513732433,38.5454483,4.956250191,,,34.86352921,,,55.13503265,17.61444855,9.978010178,145.042984,10.89845753,28.55353928,,4.346153259,36.35552597,16.89054489,8.250747681,6.796621799
2007/3/14,,12.78209782,6.492291927,48.44039154,23.08798981,36.31773376,87.50081635,10.66889286,15.54286766,23.97642899,18.43203926,7.653678894,14.55561352,23.6068821,5.446696281,38.29645538,4.931092262,,,34.63896561,,,54.38660049,17.10536003,9.842484474,142.5915375,10.50723267,27.65990639,,4.288414001,36.30142593,16.61494255,8.130002975,6.500125885
2007/3/15,,12.9494009,6.657762527,48.58762741,23.80204582,36.90610504,90.02004242,10.64569855,15.71989155,24.03705406,18.43203926,7.82549715,14.67475891,24.14528656,5.530490875,38.34624863,4.931092262,,,34.80738449,,,54.76081467,17.27505684,9.944127083,147.0858154,10.71215916,28.34076881,,4.330406666,37.05883408,16.73305702,8.190377235,6.522933006
2007/3/16,,12.88248348,6.63829565,48.83301163,24.11941147,36.90610504,89.01234436,10.39057255,15.82610989,24.97671318,18.49491692,7.981695175,14.57547379,24.39377975,5.79863596,38.34624863,4.918512821,,,35.0880928,,,54.01238632,17.3089962,10.2321167,145.042984,10.84256935,28.63864136,,4.325157166,37.70803833,16.8118,8.31111908,6.522933006
2007/3/19,,12.81556034,6.589627266,49.32379913,23.92105484,36.90610504,87.16491699,10.3673811,15.73759365,23.9461174,18.55737686,8.028553009,14.57547379,24.22811127,5.815396309,38.34624863,4.918512821,,,34.80738449,,,53.76290131,17.64839172,10.36764145,144.6343994,10.86119843,29.19184303,,4.325157166,37.32933044,16.77242851,8.371491432,6.386087894
2007/3/20,,12.81556034,6.492291927,51.77772141,23.92105484,37.01307678,86.99697876,10.59931564,15.52516365,23.85518456,18.84030914,7.903595448,14.43647099,24.26953125,5.815396309,38.24665833,4.943670273,,,34.63896561,,,53.76290131,17.68232727,10.55398655,144.43013,10.91709042,29.78759384,,4.35140276,37.11294174,16.85117531,8.411737442,6.75100708
2007/3/21,,12.91594219,6.540959358,51.28694153,23.84172058,37.28050613,87.33287811,10.39057255,15.57827377,23.73393822,19.09139061,7.903595448,14.31732368,24.39377975,5.815396309,39.44185257,4.918512821,,,35.20036697,,,53.76290131,17.47869492,10.50316811,147.9029694,10.86119843,29.78759384,,4.356650829,37.54574585,16.85117531,8.633099556,6.659776211
2007/3/22,,13.11670971,6.521492481,52.02311325,24.35743141,37.54795074,85.98928833,10.34418774,15.61367702,23.76425362,19.43678665,7.981695175,14.49604416,24.76651573,5.832154274,39.98966599,5.019146442,,,35.70563889,,,55.13503265,17.78414726,10.70645332,152.3972626,10.95434856,29.83014679,,4.388145447,37.92444229,16.92991638,8.7538414,6.956274986
2007/3/23,,13.04978657,6.492291927,51.77772141,24.43676758,37.44097137,85.98928833,10.39057255,15.68448544,23.88549995,19.62499428,7.872354507,14.69461823,24.84935188,5.832154274,40.68686295,5.107202053,,,35.98633957,,,55.75873566,17.47869492,10.79115486,153.4186401,11.02886677,29.95780754,,4.398643017,38.14084625,16.89054489,8.773964882,7.161540985
2007/3/26,,13.01632881,6.453357697,52.2685051,24.63511658,37.44097137,88.50849152,10.59931564,15.38354778,23.91580963,20.97554588,7.872354507,14.5953331,25.5534153,5.698082447,40.33825684,5.056883335,,,35.87405777,,,55.38451767,17.47869492,10.68951321,152.601532,10.87982941,29.36205673,,4.335655689,38.6277504,16.92991638,8.673347473,7.22996521
2007/3/27,,13.01632881,6.48255825,52.02311325,24.55578232,37.01307678,90.6918335,10.59931564,15.56056976,23.88549995,20.4100914,7.966072559,14.69461823,25.18066978,5.664564133,40.38806152,4.981409073,,,35.81792831,,,55.38451767,17.20718002,10.36764145,153.2144012,10.89845753,29.57482147,,4.330406666,38.6277504,16.85117531,8.653223038,7.161540985
2007/3/28,,12.88248348,6.424156666,51.77772141,24.43676758,36.5316925,87.50081635,10.57611847,15.61367702,23.7945652,20.28475761,7.841114521,14.7343359,25.26350403,5.6142869,40.38806152,4.931092262,,,35.31264877,,,54.13712311,17.13929939,10.45234585,149.5372467,10.80531025,29.23439598,,4.293663502,38.41135406,16.65431213,8.713596344,7.252771854
2007/3/29,,12.84902191,6.375489235,52.51389694,24.43676758,36.7456398,88.17259979,10.80805111,15.61367702,23.64300728,19.87648964,8.059792519,14.7343359,25.5534153,5.664564133,40.13906097,4.968829155,,,35.7617836,,,54.88555908,17.13929939,10.68951321,153.2144012,10.9916048,29.10673523,,4.346153259,38.6277504,16.49682236,8.612975121,7.298387051
2007/3/30,,12.78209782,6.365755081,52.51389694,24.91281319,36.31773376,87.33287811,10.92401695,15.64908123,23.7945652,20.5358448,8.075413704,14.81376266,25.67765617,5.698082447,40.33825684,4.99398756,,,35.98633957,,,55.38451767,17.13929939,10.74033451,155.2572784,11.10338783,29.23439598,,4.340904236,39.22285461,16.61494255,8.693470955,7.298387051
2007/4/2,,12.78209782,6.424156666,51.77772141,24.99215126,36.47820282,86.66109467,10.97040462,15.68448544,23.52176094,20.5358448,8.122272491,15.01233768,25.92615509,5.64780426,40.28845596,4.943670273,,,35.5933609,,,54.76081467,17.13929939,10.67257309,153.6229858,10.93571949,28.851408,,4.414390087,39.0605545,16.49682236,8.653223038,6.933466911
2007/4/3,,12.81556034,6.48255825,50.79614639,25.19049835,36.37122726,85.14955902,10.83124352,15.71989155,23.37020111,20.5358448,8.215989113,15.05205345,26.00898743,5.681323051,40.58726883,5.044304848,,,35.81792831,,,55.13503265,17.13929939,10.75727558,157.7086487,11.2896862,29.23439598,,4.430136681,39.00645065,16.53619576,8.733717918,7.138733864
2007/4/4,,12.91594219,6.48255825,51.04154205,25.42852402,37.06656647,84.64570618,10.64569855,15.73759365,24.00674248,19.87648964,8.340948105,15.13148212,26.00898743,5.74835968,40.48766327,5.107202053,,,36.09862518,,,56.38243484,17.20718002,10.67257309,157.3001404,11.66228485,29.44716263,,4.535116196,38.9523468,16.85117531,8.874585152,7.298387051
2007/4/9,,12.98286247,6.930302143,51.04154205,26.02357292,36.90610504,86.99697876,10.69208622,16.8351593,24.15830421,19.65642929,8.24723053,15.62792301,26.17464638,5.765118599,40.38806152,5.132359982,,,35.81792831,,,56.50717545,17.44474983,10.80809689,158.3215637,11.79269123,29.57482147,,4.844805717,39.49336243,16.69368553,8.97520256,7.22996521
2007/4/10,,13.04978657,7.037371635,50.30537796,26.02357292,36.63866425,87.16491699,11.10956383,16.74664497,24.15830421,19.27960205,8.24723053,15.76693249,26.29889679,5.79863596,40.68686295,5.11978054,,,36.60389328,,,56.13296127,17.580513,10.82503986,160.1601105,11.62502193,29.70248413,,4.671589375,39.38515472,17.20552063,8.874585152,7.184349537
2007/4/11,,13.04978657,6.930302143,51.77772141,26.02357292,37.06656647,87.83670807,11.27191639,16.44569778,24.18861198,18.77743721,8.122272491,16.00521851,26.46455956,5.698082447,42.23067474,5.107202053,,,36.15476608,,,56.50717545,17.71626663,10.58786869,160.7729797,11.36420441,30.25568199,,4.697834969,39.16875076,17.28426361,8.914831161,7.070310593
2007/4/12,,12.9494009,7.407247543,52.2685051,25.66654778,36.63866425,86.66109467,11.34149551,16.44569778,24.24923515,18.99707985,7.966072559,16.02507782,26.34031105,5.681323051,42.23067474,4.981409073,,,35.98633957,,,56.50717545,17.51263237,10.58786869,162.4072723,11.42009258,29.78759384,,4.750323772,38.68185043,17.16614723,8.814213753,6.956274986
2007/4/13,,12.78209782,7.835524559,51.28694153,25.34918022,36.5316925,84.9815979,11.22552872,16.1447525,24.7342205,19.18570137,8.044173241,15.72721481,25.76049232,5.580767632,41.68287659,4.981409073,,,35.93019867,,,56.13296127,17.17324066,10.46928406,158.934433,11.36420441,29.27695084,,4.75557375,38.57364655,16.92991638,8.814213753,6.842237949
2007/4/16,,12.84902191,8.964618683,51.53232574,25.98390961,36.10380173,83.30213165,11.27191639,16.09164619,25.15858841,18.21198082,8.153510094,15.92578888,26.46455956,5.6142869,42.33027649,4.981409073,,,36.49160767,,,56.13296127,17.20718002,10.84197903,159.3430023,11.47598362,29.36205673,,4.865801811,39.65565872,17.44175148,8.874585152,6.614163399
2007/4/17,,12.78209782,8.341670036,51.04154205,25.706213,36.37122726,79.77522278,11.10956383,15.04719543,24.85546684,18.24341965,8.200370789,15.88607311,26.09181595,5.631045818,42.33027649,4.918512821,,,36.43547058,,,55.25978088,16.96960449,10.87585926,156.89151,11.49461269,29.44716263,,4.771319866,39.60156631,17.20552063,8.854460716,6.705394268
2007/4/18,,12.88248348,8.176198959,51.28694153,25.86489868,36.69215012,77.92778778,11.36469078,15.27732754,25.64356804,18.43203926,8.24723053,16.00521851,26.09181595,5.664564133,42.03147125,4.880774975,,,36.3793335,,,55.25978088,17.17324066,11.28243446,160.1601105,11.51324463,29.61737633,,4.78706789,39.87205887,17.28426361,8.854460716,6.728200436
2007/4/19,,12.71517658,8.000995636,50.30537796,25.42852402,36.05030823,79.60726929,11.38788223,15.06489658,24.85546684,17.55262756,8.106651306,15.68749905,25.5534153,5.496973991,40.83626938,4.817877293,,,35.7617836,,,54.01238632,17.07142448,11.11302853,156.0744019,11.15927505,29.14928627,,4.78706789,39.00645065,17.16614723,8.673347473,6.568547726
2007/4/20,,12.7486372,7.893925667,50.05997467,25.38885307,36.10380173,84.30980682,11.78216934,14.99408722,24.85546684,18.14952278,8.153510094,15.68749905,25.63624191,5.513732433,41.53347015,4.805298805,,,35.93019867,,,54.01238632,17.03748512,11.31631374,158.5258484,11.0474968,29.53227043,,4.781818867,39.38515472,16.96928978,8.612975121,6.842237949
2007/4/23,,12.78209782,7.592185497,51.04154205,25.74588585,36.69215012,82.9662323,12.59393215,15.08259964,25.37075806,18.18054581,8.278468132,15.74706841,25.84332085,5.547250748,42.08127594,4.880774975,,,36.26704788,,,55.38451767,16.91869354,11.36713696,163.4286804,11.0474968,29.87270355,,4.829059601,39.81795883,16.92991638,8.693470955,6.75100708
2007/4/24,,12.81556034,8.117797852,51.28694153,25.82522392,37.333992,84.64570618,12.43157959,15.08259964,25.27982903,18.52593803,8.278468132,15.82649994,26.09181595,5.547250748,42.6788826,4.855615139,,,36.26704788,,,55.13503265,17.13929939,11.62124825,167.1058502,10.95434856,29.57482147,,4.829059601,39.81795883,16.85117531,8.693470955,6.75100708
2007/4/25,,12.7486372,8.03019619,50.79614639,25.58720589,37.06656647,83.30213165,12.15326214,14.94097614,25.09795952,18.18054581,8.340948105,15.58820724,25.92615509,5.6142869,42.33027649,4.805298805,,,35.81792831,,,54.38660049,17.07142448,11.51960278,167.3101349,10.84256935,29.14928627,,4.792316437,39.49336243,16.45745468,8.653223038,6.63697052
2007/4/26,,12.7486372,7.981527805,51.53232574,25.7855587,37.38748169,83.97390747,12.17645359,14.94097614,23.97642899,17.96090126,8.387807846,15.48892212,25.88473701,5.597527981,42.47967911,4.830457211,,,35.42492676,,,55.13503265,17.10536003,11.33325672,165.8800964,10.87982941,29.19184303,,4.792316437,39.70975494,16.53619576,8.673347473,6.682585716
2007/4/27,,12.7486372,7.670053959,51.53232574,25.34918022,36.90610504,83.97390747,12.10687351,14.56922531,23.30957603,17.96090126,8.309709549,15.1711998,25.59482765,5.564010143,42.47967911,4.817877293,,,35.53721619,,,54.51134109,16.86779022,10.97750282,165.8800964,10.82394218,29.06417656,,4.760822296,39.49336243,16.53619576,8.592851639,6.568547726
